tid,fritt_mb,swap_mb,pid,cpu,rss_mb,namn
1.1,3714,13954,91258,0.0,0,/Applications/Microsoft
1.1,3714,13954,91259,0.0,2,/Applications/Microsoft
1.1,3714,13954,91263,0.0,55,/Applications/Microsoft
1.1,3714,13954,91265,0.0,0,/Applications/Microsoft
1.1,3714,13954,91266,0.0,31,/Applications/Microsoft
1.1,3714,13954,91268,0.0,17,/Applications/Microsoft
1.1,3714,13954,91270,0.0,9,/Applications/Microsoft
1.1,3714,13954,91271,0.0,74,/Applications/Microsoft
1.1,3714,13954,91272,0.1,12,/Applications/Microsoft
1.1,3714,13954,91279,0.5,417,/Applications/Microsoft
1.1,3714,13954,91280,45.8,189,/Applications/Microsoft
1.1,3714,13954,91295,0.0,8,/Applications/Microsoft
1.1,3714,13954,91296,0.0,7,/Applications/Microsoft
1.1,3714,13954,91305,0.0,9,/Applications/Microsoft
1.1,3714,13954,91318,0.0,12,/Applications/Microsoft
1.7,2731,13946,1760,0.0,0,/Applications/Microsoft
1.7,2731,13946,2289,0.1,43,/Applications/Ollama.app/Contents/Resources/ollama
1.7,2731,13946,3739,0.0,17,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
1.7,2731,13946,3752,13.6,1896,/Applications/Ollama.app/Contents/Resources/llama-server
1.7,2731,13946,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
1.7,2731,13946,91257,0.4,30,/Applications/Microsoft
1.7,2731,13946,91258,0.0,0,/Applications/Microsoft
1.7,2731,13946,91259,0.0,2,/Applications/Microsoft
1.7,2731,13946,91263,0.0,55,/Applications/Microsoft
1.7,2731,13946,91265,0.0,0,/Applications/Microsoft
1.7,2731,13946,91266,0.4,31,/Applications/Microsoft
1.7,2731,13946,91268,0.0,17,/Applications/Microsoft
1.7,2731,13946,91270,0.0,9,/Applications/Microsoft
1.7,2731,13946,91271,0.1,75,/Applications/Microsoft
1.7,2731,13946,91272,0.0,12,/Applications/Microsoft
1.7,2731,13946,91279,2.7,425,/Applications/Microsoft
1.7,2731,13946,91280,43.5,189,/Applications/Microsoft
1.7,2731,13946,91295,0.0,8,/Applications/Microsoft
1.7,2731,13946,91296,0.0,7,/Applications/Microsoft
1.7,2731,13946,91305,0.0,9,/Applications/Microsoft
1.7,2731,13946,91318,0.0,12,/Applications/Microsoft
2.2,1642,13946,1760,0.0,0,/Applications/Microsoft
2.2,1642,13946,2289,0.0,43,/Applications/Ollama.app/Contents/Resources/ollama
2.2,1642,13946,3739,0.0,17,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
2.2,1642,13946,3752,10.9,2963,/Applications/Ollama.app/Contents/Resources/llama-server
2.2,1642,13946,76251,0.1,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
2.2,1642,13946,91257,0.4,30,/Applications/Microsoft
2.2,1642,13946,91258,0.0,0,/Applications/Microsoft
2.2,1642,13946,91259,0.0,2,/Applications/Microsoft
2.2,1642,13946,91263,0.2,56,/Applications/Microsoft
2.2,1642,13946,91265,0.0,0,/Applications/Microsoft
2.2,1642,13946,91266,0.0,31,/Applications/Microsoft
2.2,1642,13946,91268,0.0,17,/Applications/Microsoft
2.2,1642,13946,91270,0.0,9,/Applications/Microsoft
2.2,1642,13946,91271,0.0,75,/Applications/Microsoft
2.2,1642,13946,91272,0.0,12,/Applications/Microsoft
2.2,1642,13946,91279,0.4,436,/Applications/Microsoft
2.2,1642,13946,91280,46.9,189,/Applications/Microsoft
2.2,1642,13946,91295,0.0,8,/Applications/Microsoft
2.2,1642,13946,91296,0.0,7,/Applications/Microsoft
2.2,1642,13946,91305,0.0,9,/Applications/Microsoft
2.2,1642,13946,91318,0.0,12,/Applications/Microsoft
2.8,686,13946,1760,0.0,0,/Applications/Microsoft
2.8,686,13946,2289,0.0,43,/Applications/Ollama.app/Contents/Resources/ollama
2.8,686,13946,3739,0.0,17,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
2.8,686,13946,3752,11.8,3998,/Applications/Ollama.app/Contents/Resources/llama-server
2.8,686,13946,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
2.8,686,13946,91257,0.4,30,/Applications/Microsoft
2.8,686,13946,91258,0.0,0,/Applications/Microsoft
2.8,686,13946,91259,0.0,2,/Applications/Microsoft
2.8,686,13946,91263,0.1,60,/Applications/Microsoft
2.8,686,13946,91265,0.0,0,/Applications/Microsoft
2.8,686,13946,91266,2.8,31,/Applications/Microsoft
2.8,686,13946,91268,0.1,19,/Applications/Microsoft
2.8,686,13946,91270,0.0,9,/Applications/Microsoft
2.8,686,13946,91271,0.0,75,/Applications/Microsoft
2.8,686,13946,91272,0.0,12,/Applications/Microsoft
2.8,686,13946,91279,4.0,445,/Applications/Microsoft
2.8,686,13946,91280,36.3,189,/Applications/Microsoft
2.8,686,13946,91295,0.0,8,/Applications/Microsoft
2.8,686,13946,91296,0.0,7,/Applications/Microsoft
2.8,686,13946,91305,0.0,9,/Applications/Microsoft
2.8,686,13946,91318,0.0,12,/Applications/Microsoft
3.3,344,13946,1760,0.0,0,/Applications/Microsoft
3.3,344,13946,2289,0.0,35,/Applications/Ollama.app/Contents/Resources/ollama
3.3,344,13946,3739,0.0,15,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
3.3,344,13946,3752,15.0,4965,/Applications/Ollama.app/Contents/Resources/llama-server
3.3,344,13946,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
3.3,344,13946,91257,0.8,28,/Applications/Microsoft
3.3,344,13946,91258,0.0,0,/Applications/Microsoft
3.3,344,13946,91259,0.0,2,/Applications/Microsoft
3.3,344,13946,91263,0.0,58,/Applications/Microsoft
3.3,344,13946,91265,0.0,0,/Applications/Microsoft
3.3,344,13946,91266,2.5,29,/Applications/Microsoft
3.3,344,13946,91268,0.0,19,/Applications/Microsoft
3.3,344,13946,91270,0.0,8,/Applications/Microsoft
3.3,344,13946,91271,0.0,74,/Applications/Microsoft
3.3,344,13946,91272,0.0,12,/Applications/Microsoft
3.3,344,13946,91279,3.1,397,/Applications/Microsoft
3.3,344,13946,91280,26.5,180,/Applications/Microsoft
3.3,344,13946,91295,0.0,8,/Applications/Microsoft
3.3,344,13946,91296,0.0,6,/Applications/Microsoft
3.3,344,13946,91305,0.0,9,/Applications/Microsoft
3.3,344,13946,91318,0.0,11,/Applications/Microsoft
3.9,86,13946,1760,0.0,0,/Applications/Microsoft
3.9,86,13946,2289,0.3,18,/Applications/Ollama.app/Contents/Resources/ollama
3.9,86,13946,3739,0.0,14,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
3.9,86,13946,3752,48.4,6126,/Applications/Ollama.app/Contents/Resources/llama-server
3.9,86,13946,76251,0.0,1,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
3.9,86,13946,91257,0.3,21,/Applications/Microsoft
3.9,86,13946,91258,0.0,0,/Applications/Microsoft
3.9,86,13946,91259,0.0,2,/Applications/Microsoft
3.9,86,13946,91263,0.3,32,/Applications/Microsoft
3.9,86,13946,91265,0.0,0,/Applications/Microsoft
3.9,86,13946,91266,2.4,25,/Applications/Microsoft
3.9,86,13946,91268,0.6,14,/Applications/Microsoft
3.9,86,13946,91270,0.1,7,/Applications/Microsoft
3.9,86,13946,91271,0.0,38,/Applications/Microsoft
3.9,86,13946,91272,0.1,8,/Applications/Microsoft
3.9,86,13946,91279,12.5,291,/Applications/Microsoft
3.9,86,13946,91280,29.4,155,/Applications/Microsoft
3.9,86,13946,91295,0.0,6,/Applications/Microsoft
3.9,86,13946,91296,0.0,4,/Applications/Microsoft
3.9,86,13946,91305,0.0,9,/Applications/Microsoft
3.9,86,13946,91318,0.0,11,/Applications/Microsoft
4.5,115,13938,1760,0.0,0,/Applications/Microsoft
4.5,115,13938,2289,4.0,33,/Applications/Ollama.app/Contents/Resources/ollama
4.5,115,13938,3739,0.0,13,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
4.5,115,13938,3752,10.6,6102,/Applications/Ollama.app/Contents/Resources/llama-server
4.5,115,13938,76251,0.0,2,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
4.5,115,13938,91257,0.7,20,/Applications/Microsoft
4.5,115,13938,91258,0.0,0,/Applications/Microsoft
4.5,115,13938,91259,0.0,2,/Applications/Microsoft
4.5,115,13938,91263,0.3,23,/Applications/Microsoft
4.5,115,13938,91265,0.0,0,/Applications/Microsoft
4.5,115,13938,91266,1.1,25,/Applications/Microsoft
4.5,115,13938,91268,0.0,12,/Applications/Microsoft
4.5,115,13938,91270,0.0,7,/Applications/Microsoft
4.5,115,13938,91271,0.0,33,/Applications/Microsoft
4.5,115,13938,91272,0.0,7,/Applications/Microsoft
4.5,115,13938,91279,8.5,191,/Applications/Microsoft
4.5,115,13938,91280,42.3,142,/Applications/Microsoft
4.5,115,13938,91295,0.0,4,/Applications/Microsoft
4.5,115,13938,91296,0.0,4,/Applications/Microsoft
4.5,115,13938,91305,0.0,9,/Applications/Microsoft
4.5,115,13938,91318,0.0,11,/Applications/Microsoft
5.0,125,13930,1760,0.0,0,/Applications/Microsoft
5.0,125,13930,2289,0.4,33,/Applications/Ollama.app/Contents/Resources/ollama
5.0,125,13930,3739,0.0,13,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
5.0,125,13930,3752,1.4,6101,/Applications/Ollama.app/Contents/Resources/llama-server
5.0,125,13930,76251,0.0,2,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
5.0,125,13930,91257,0.4,19,/Applications/Microsoft
5.0,125,13930,91258,0.0,0,/Applications/Microsoft
5.0,125,13930,91259,0.0,2,/Applications/Microsoft
5.0,125,13930,91263,0.0,22,/Applications/Microsoft
5.0,125,13930,91265,0.0,0,/Applications/Microsoft
5.0,125,13930,91266,0.0,24,/Applications/Microsoft
5.0,125,13930,91268,0.0,6,/Applications/Microsoft
5.0,125,13930,91270,0.0,5,/Applications/Microsoft
5.0,125,13930,91271,0.0,33,/Applications/Microsoft
5.0,125,13930,91272,0.0,8,/Applications/Microsoft
5.0,125,13930,91279,2.0,164,/Applications/Microsoft
5.0,125,13930,91280,41.2,149,/Applications/Microsoft
5.0,125,13930,91295,0.0,4,/Applications/Microsoft
5.0,125,13930,91296,0.0,4,/Applications/Microsoft
5.0,125,13930,91305,0.0,9,/Applications/Microsoft
5.0,125,13930,91318,0.0,11,/Applications/Microsoft
5.6,137,13930,1760,0.0,0,/Applications/Microsoft
5.6,137,13930,2289,0.0,33,/Applications/Ollama.app/Contents/Resources/ollama
5.6,137,13930,3739,0.0,13,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
5.6,137,13930,3752,15.5,6125,/Applications/Ollama.app/Contents/Resources/llama-server
5.6,137,13930,76251,0.0,2,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
5.6,137,13930,91257,1.0,20,/Applications/Microsoft
5.6,137,13930,91258,0.0,0,/Applications/Microsoft
5.6,137,13930,91259,0.0,2,/Applications/Microsoft
5.6,137,13930,91263,0.1,23,/Applications/Microsoft
5.6,137,13930,91265,0.0,0,/Applications/Microsoft
5.6,137,13930,91266,0.2,24,/Applications/Microsoft
5.6,137,13930,91268,0.0,8,/Applications/Microsoft
5.6,137,13930,91270,0.0,5,/Applications/Microsoft
5.6,137,13930,91271,0.0,35,/Applications/Microsoft
5.6,137,13930,91272,0.0,8,/Applications/Microsoft
5.6,137,13930,91279,0.4,167,/Applications/Microsoft
5.6,137,13930,91280,39.9,150,/Applications/Microsoft
5.6,137,13930,91295,0.0,4,/Applications/Microsoft
5.6,137,13930,91296,0.0,4,/Applications/Microsoft
5.6,137,13930,91305,0.0,9,/Applications/Microsoft
5.6,137,13930,91318,0.0,11,/Applications/Microsoft
6.1,131,13930,1760,0.0,0,/Applications/Microsoft
6.1,131,13930,2289,0.0,9,/Applications/Ollama.app/Contents/Resources/ollama
6.1,131,13930,3739,0.0,12,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
6.1,131,13930,3752,21.8,6097,/Applications/Ollama.app/Contents/Resources/llama-server
6.1,131,13930,76251,0.0,2,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
6.1,131,13930,91257,0.4,18,/Applications/Microsoft
6.1,131,13930,91258,0.0,0,/Applications/Microsoft
6.1,131,13930,91259,0.0,2,/Applications/Microsoft
6.1,131,13930,91263,0.0,20,/Applications/Microsoft
6.1,131,13930,91265,0.0,0,/Applications/Microsoft
6.1,131,13930,91266,0.0,22,/Applications/Microsoft
6.1,131,13930,91268,0.0,8,/Applications/Microsoft
6.1,131,13930,91270,0.0,5,/Applications/Microsoft
6.1,131,13930,91271,0.0,35,/Applications/Microsoft
6.1,131,13930,91272,0.0,10,/Applications/Microsoft
6.1,131,13930,91279,0.4,100,/Applications/Microsoft
6.1,131,13930,91280,47.6,147,/Applications/Microsoft
6.1,131,13930,91295,0.0,4,/Applications/Microsoft
6.1,131,13930,91296,0.0,4,/Applications/Microsoft
6.1,131,13930,91305,0.0,9,/Applications/Microsoft
6.1,131,13930,91318,0.0,11,/Applications/Microsoft
6.7,132,13930,1760,0.0,0,/Applications/Microsoft
6.7,132,13930,2289,0.0,9,/Applications/Ollama.app/Contents/Resources/ollama
6.7,132,13930,3739,0.0,13,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
6.7,132,13930,3752,22.7,6097,/Applications/Ollama.app/Contents/Resources/llama-server
6.7,132,13930,76251,0.0,2,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
6.7,132,13930,91257,0.3,16,/Applications/Microsoft
6.7,132,13930,91258,0.0,0,/Applications/Microsoft
6.7,132,13930,91259,0.0,2,/Applications/Microsoft
6.7,132,13930,91263,0.0,24,/Applications/Microsoft
6.7,132,13930,91265,0.0,0,/Applications/Microsoft
6.7,132,13930,91266,1.0,24,/Applications/Microsoft
6.7,132,13930,91268,0.0,7,/Applications/Microsoft
6.7,132,13930,91270,0.0,5,/Applications/Microsoft
6.7,132,13930,91271,0.0,34,/Applications/Microsoft
6.7,132,13930,91272,0.0,9,/Applications/Microsoft
6.7,132,13930,91279,2.8,109,/Applications/Microsoft
6.7,132,13930,91280,40.7,148,/Applications/Microsoft
6.7,132,13930,91295,0.0,5,/Applications/Microsoft
6.7,132,13930,91296,0.0,4,/Applications/Microsoft
6.7,132,13930,91305,0.0,9,/Applications/Microsoft
6.7,132,13930,91318,0.0,11,/Applications/Microsoft
7.3,162,13930,1760,0.0,0,/Applications/Microsoft
7.3,162,13930,2289,0.0,9,/Applications/Ollama.app/Contents/Resources/ollama
7.3,162,13930,3739,0.0,13,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
7.3,162,13930,3752,25.4,6097,/Applications/Ollama.app/Contents/Resources/llama-server
7.3,162,13930,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
7.3,162,13930,91257,0.7,17,/Applications/Microsoft
7.3,162,13930,91258,0.0,0,/Applications/Microsoft
7.3,162,13930,91259,0.0,2,/Applications/Microsoft
7.3,162,13930,91263,0.0,22,/Applications/Microsoft
7.3,162,13930,91265,0.0,0,/Applications/Microsoft
7.3,162,13930,91266,0.2,24,/Applications/Microsoft
7.3,162,13930,91268,0.0,6,/Applications/Microsoft
7.3,162,13930,91270,0.0,5,/Applications/Microsoft
7.3,162,13930,91271,0.0,30,/Applications/Microsoft
7.3,162,13930,91272,0.2,11,/Applications/Microsoft
7.3,162,13930,91279,0.4,108,/Applications/Microsoft
7.3,162,13930,91280,45.7,151,/Applications/Microsoft
7.3,162,13930,91295,0.0,6,/Applications/Microsoft
7.3,162,13930,91296,0.0,4,/Applications/Microsoft
7.3,162,13930,91305,0.0,8,/Applications/Microsoft
7.3,162,13930,91318,0.0,8,/Applications/Microsoft
7.8,152,13930,1760,0.0,0,/Applications/Microsoft
7.8,152,13930,2289,38.6,41,/Applications/Ollama.app/Contents/Resources/ollama
7.8,152,13930,3739,1.8,16,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
7.8,152,13930,3752,17.2,6114,/Applications/Ollama.app/Contents/Resources/llama-server
7.8,152,13930,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
7.8,152,13930,91257,0.6,17,/Applications/Microsoft
7.8,152,13930,91258,0.0,0,/Applications/Microsoft
7.8,152,13930,91259,0.0,2,/Applications/Microsoft
7.8,152,13930,91263,0.2,23,/Applications/Microsoft
7.8,152,13930,91265,0.0,0,/Applications/Microsoft
7.8,152,13930,91266,0.0,24,/Applications/Microsoft
7.8,152,13930,91268,0.0,6,/Applications/Microsoft
7.8,152,13930,91270,0.4,7,/Applications/Microsoft
7.8,152,13930,91271,0.0,30,/Applications/Microsoft
7.8,152,13930,91272,0.0,9,/Applications/Microsoft
7.8,152,13930,91279,0.7,102,/Applications/Microsoft
7.8,152,13930,91280,44.4,136,/Applications/Microsoft
7.8,152,13930,91295,0.0,6,/Applications/Microsoft
7.8,152,13930,91296,0.0,4,/Applications/Microsoft
7.8,152,13930,91305,0.0,8,/Applications/Microsoft
7.8,152,13930,91318,0.0,8,/Applications/Microsoft
8.4,177,13922,1760,0.0,0,/Applications/Microsoft
8.4,177,13922,2289,5.4,41,/Applications/Ollama.app/Contents/Resources/ollama
8.4,177,13922,3739,0.1,15,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
8.4,177,13922,3752,2.4,6115,/Applications/Ollama.app/Contents/Resources/llama-server
8.4,177,13922,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
8.4,177,13922,91257,0.4,16,/Applications/Microsoft
8.4,177,13922,91258,0.0,0,/Applications/Microsoft
8.4,177,13922,91259,0.0,2,/Applications/Microsoft
8.4,177,13922,91263,0.0,18,/Applications/Microsoft
8.4,177,13922,91265,0.0,0,/Applications/Microsoft
8.4,177,13922,91266,0.1,24,/Applications/Microsoft
8.4,177,13922,91268,0.0,5,/Applications/Microsoft
8.4,177,13922,91270,0.0,7,/Applications/Microsoft
8.4,177,13922,91271,0.0,25,/Applications/Microsoft
8.4,177,13922,91272,0.0,8,/Applications/Microsoft
8.4,177,13922,91279,6.6,101,/Applications/Microsoft
8.4,177,13922,91280,42.7,135,/Applications/Microsoft
8.4,177,13922,91295,0.0,4,/Applications/Microsoft
8.4,177,13922,91296,0.0,4,/Applications/Microsoft
8.4,177,13922,91305,0.0,8,/Applications/Microsoft
8.4,177,13922,91318,0.0,8,/Applications/Microsoft
9.0,163,13922,1760,0.0,0,/Applications/Microsoft
9.0,163,13922,2289,0.3,38,/Applications/Ollama.app/Contents/Resources/ollama
9.0,163,13922,3739,0.0,15,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
9.0,163,13922,3752,21.4,6114,/Applications/Ollama.app/Contents/Resources/llama-server
9.0,163,13922,76251,0.0,4,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
9.0,163,13922,91257,0.7,18,/Applications/Microsoft
9.0,163,13922,91258,0.0,0,/Applications/Microsoft
9.0,163,13922,91259,0.0,2,/Applications/Microsoft
9.0,163,13922,91263,0.1,18,/Applications/Microsoft
9.0,163,13922,91265,0.0,0,/Applications/Microsoft
9.0,163,13922,91266,0.1,24,/Applications/Microsoft
9.0,163,13922,91268,0.0,7,/Applications/Microsoft
9.0,163,13922,91270,0.0,7,/Applications/Microsoft
9.0,163,13922,91271,0.0,25,/Applications/Microsoft
9.0,163,13922,91272,0.0,9,/Applications/Microsoft
9.0,163,13922,91279,0.6,101,/Applications/Microsoft
9.0,163,13922,91280,42.1,124,/Applications/Microsoft
9.0,163,13922,91295,0.0,4,/Applications/Microsoft
9.0,163,13922,91296,0.0,4,/Applications/Microsoft
9.0,163,13922,91305,0.0,8,/Applications/Microsoft
9.0,163,13922,91318,0.0,8,/Applications/Microsoft
9.5,164,13922,1760,0.0,0,/Applications/Microsoft
9.5,164,13922,2289,0.1,14,/Applications/Ollama.app/Contents/Resources/ollama
9.5,164,13922,3739,0.0,13,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
9.5,164,13922,3752,23.9,6074,/Applications/Ollama.app/Contents/Resources/llama-server
9.5,164,13922,76251,0.0,2,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
9.5,164,13922,91257,1.4,18,/Applications/Microsoft
9.5,164,13922,91258,0.0,0,/Applications/Microsoft
9.5,164,13922,91259,0.0,2,/Applications/Microsoft
9.5,164,13922,91263,0.0,15,/Applications/Microsoft
9.5,164,13922,91265,0.0,0,/Applications/Microsoft
9.5,164,13922,91266,0.8,24,/Applications/Microsoft
9.5,164,13922,91268,0.0,7,/Applications/Microsoft
9.5,164,13922,91270,0.0,3,/Applications/Microsoft
9.5,164,13922,91271,0.0,23,/Applications/Microsoft
9.5,164,13922,91272,0.1,8,/Applications/Microsoft
9.5,164,13922,91279,10.4,164,/Applications/Microsoft
9.5,164,13922,91280,40.7,119,/Applications/Microsoft
9.5,164,13922,91295,0.0,4,/Applications/Microsoft
9.5,164,13922,91296,0.0,4,/Applications/Microsoft
9.5,164,13922,91305,0.0,7,/Applications/Microsoft
9.5,164,13922,91318,0.0,8,/Applications/Microsoft
10.1,155,13922,1760,0.0,0,/Applications/Microsoft
10.1,155,13922,2289,0.0,13,/Applications/Ollama.app/Contents/Resources/ollama
10.1,155,13922,3739,0.0,12,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
10.1,155,13922,3752,24.2,6073,/Applications/Ollama.app/Contents/Resources/llama-server
10.1,155,13922,76251,0.0,2,/opt/homebrew/Cellar/python@3.14/3.14.7/Frameworks/Python.framework/Versions/3.14/Resources/Python.app/Contents/MacOS/Python
10.1,155,13922,91257,0.3,18,/Applications/Microsoft
10.1,155,13922,91258,0.0,0,/Applications/Microsoft
10.1,155,13922,91259,0.0,2,/Applications/Microsoft
10.1,155,13922,91263,0.0,11,/Applications/Microsoft
10.1,155,13922,91265,0.0,0,/Applications/Microsoft
10.1,155,13922,91266,0.0,17,/Applications/Microsoft
10.1,155,13922,91268,0.0,4,/Applications/Microsoft
10.1,155,13922,91270,0.0,3,/Applications/Microsoft
10.1,155,13922,91271,0.0,19,/Applications/Microsoft
10.1,155,13922,91272,0.0,8,/Applications/Microsoft
10.1,155,13922,91279,0.9,119,/Applications/Microsoft
10.1,155,13922,91280,48.0,141,/Applications/Microsoft
10.1,155,13922,91295,0.0,4,/Applications/Microsoft
10.1,155,13922,91296,0.0,4,/Applications/Microsoft
10.1,155,13922,91305,0.0,7,/Applications/Microsoft
10.1,155,13922,91318,0.0,7,/Applications/Microsoft
10.7,149,13922,1760,0.0,0,/Applications/Microsoft
10.7,149,13922,2289,9.2,40,/Applications/Ollama.app/Contents/Resources/ollama
10.7,149,13922,3739,0.0,14,dist/Critero-kundkoll.app/Contents/MacOS/Kundkoll
10.7,149,13922,3752,23.6,6097,/Applications/Ollama.app/Contents/Resources/llama-server
